carat,cut,color,clarity,depth,table,price,x,y,z,carat_encoded,cut_encoded,color_encoded,clarity_encoded,price_transformed
0.54,Ideal,I,SI1,61.4,56.0,1114,5.25,5.27,3.23,2,5,2,3,5.596148215201946
0.54,Ideal,I,SI1,61.7,56.0,1114,5.25,5.29,3.25,2,5,2,3,5.596148215201946
0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,1,5,5,7,5.596148215201946
0.3,Ideal,F,VVS1,62.4,56.0,1114,4.31,4.28,2.68,1,5,5,7,5.596148215201946
0.3,Premium,F,VVS1,62.0,59.0,1114,4.28,4.24,2.64,1,4,5,7,5.596148215201946
0.33,Premium,E,VVS2,60.3,58.0,1114,4.49,4.47,2.7,1,4,6,6,5.596148215201946
0.33,Ideal,F,IF,61.5,55.0,1114,4.47,4.44,2.74,1,5,5,8,5.596148215201946
0.3,Premium,F,VVS1,61.8,59.0,1114,4.29,4.26,2.64,1,4,5,7,5.596148215201946
0.36,Ideal,D,VVS2,61.6,57.0,1114,4.59,4.56,2.82,1,5,7,6,5.596148215201946
0.33,Ideal,E,VVS2,61.7,57.0,1114,4.44,4.41,2.73,1,5,6,6,5.596148215201946
0.33,Ideal,E,VVS2,61.2,57.0,1114,4.47,4.45,2.73,1,5,6,6,5.596148215201946
0.3,Ideal,F,VVS1,61.9,57.0,1114,4.33,4.3,2.67,1,5,5,7,5.596148215201946
0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75,1,5,3,8,5.596148215201946
0.33,Ideal,H,IF,61.9,55.0,1114,4.44,4.42,2.74,1,5,3,8,5.596148215201946
0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7,1,4,3,8,5.596148215201946
0.33,Premium,H,IF,62.0,58.0,1114,4.42,4.39,2.73,1,4,3,8,5.596148215201946
0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73,1,4,3,8,5.596148215201946
0.33,Premium,G,VVS1,60.9,60.0,1114,4.5,4.46,2.73,1,4,4,7,5.596148215201946
0.33,Ideal,G,VVS1,61.7,54.0,1114,4.48,4.47,2.76,1,5,4,7,5.596148215201946
0.33,Premium,G,VVS1,60.9,58.0,1114,4.47,4.43,2.71,1,4,4,7,5.596148215201946
0.33,Premium,G,VVS1,60.4,59.0,1114,4.47,4.44,2.69,1,4,4,7,5.596148215201946
0.33,Ideal,G,VVS1,61.5,56.0,1114,4.46,4.45,2.74,1,5,4,7,5.596148215201946
0.33,Ideal,G,VVS1,61.7,56.0,1114,4.47,4.45,2.75,1,5,4,7,5.596148215201946
0.33,Ideal,G,VVS1,62.0,56.0,1114,4.48,4.45,2.77,1,5,4,7,5.596148215201946
0.33,Ideal,G,VVS1,62.0,56.0,1114,4.48,4.45,2.77,1,5,4,7,5.596148215201946
0.33,Ideal,G,VVS1,62.2,57.0,1114,4.46,4.41,2.76,1,5,4,7,5.596148215201946
0.33,Premium,G,VVS1,61.2,60.0,1114,4.44,4.42,2.71,1,4,4,7,5.596148215201946
0.33,Ideal,G,VVS1,61.8,55.0,1114,4.45,4.42,2.74,1,5,4,7,5.596148215201946
0.33,Ideal,G,VVS1,60.8,56.0,1114,4.46,4.42,2.7,1,5,4,7,5.596148215201946
0.33,Ideal,G,VVS1,62.3,55.0,1114,4.46,4.43,2.77,1,5,4,7,5.596148215201946
0.33,Premium,G,VVS1,61.9,59.0,1114,4.41,4.38,2.72,1,4,4,7,5.596148215201946
0.33,Premium,G,VVS1,62.8,59.0,1114,4.44,4.38,2.77,1,4,4,7,5.596148215201946
0.33,Premium,G,VVS1,61.4,60.0,1114,4.44,4.39,2.71,1,4,4,7,5.596148215201946
0.33,Premium,G,VVS1,62.1,58.0,1114,4.43,4.4,2.74,1,4,4,7,5.596148215201946
0.5,Fair,E,SI2,59.8,66.0,1114,5.18,5.09,3.07,2,1,6,2,5.596148215201946
0.54,Fair,F,SI1,61.4,66.0,1114,5.24,5.18,3.2,2,1,5,3,5.596148215201946
0.5,Fair,E,SI1,65.1,58.0,1114,5.04,4.94,3.25,2,1,6,3,5.596148215201946
0.32,Ideal,D,VS1,60.9,57.0,1114,4.48,4.45,2.72,1,5,7,5,5.596148215201946
0.41,Ideal,F,VVS2,61.9,55.0,1115,4.78,4.79,2.96,1,5,5,6,5.596708672554902
0.41,Premium,F,VVS2,60.1,59.0,1115,4.79,4.82,2.89,1,4,5,6,5.596708672554902
0.41,Very Good,F,VVS2,60.3,58.0,1115,4.79,4.83,2.9,1,3,5,6,5.596708672554902
0.41,Ideal,F,VVS2,61.9,55.0,1115,4.74,4.79,2.95,1,5,5,6,5.596708672554902
0.41,Ideal,F,VVS2,60.1,57.0,1115,4.83,4.85,2.91,1,5,5,6,5.596708672554902
0.41,Premium,F,VVS2,60.4,58.0,1115,4.8,4.84,2.91,1,4,5,6,5.596708672554902
0.41,Ideal,F,VVS2,61.7,57.0,1115,4.73,4.8,2.94,1,5,5,6,5.596708672554902
0.41,Premium,F,VVS2,61.0,59.0,1115,4.77,4.83,2.93,1,4,5,6,5.596708672554902
0.41,Ideal,F,VVS2,61.0,56.0,1115,4.78,4.82,2.93,1,5,5,6,5.596708672554902
0.41,Ideal,F,VVS2,62.6,55.0,1115,4.73,4.76,2.97,1,5,5,6,5.596708672554902
0.41,Premium,F,VVS2,61.0,59.0,1115,4.79,4.82,2.93,1,4,5,6,5.596708672554902
0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97,1,3,5,6,5.596708672554902
0.41,Ideal,F,VVS2,60.6,57.0,1115,4.81,4.86,2.93,1,5,5,6,5.596708672554902
0.41,Ideal,F,VVS2,61.4,56.0,1115,4.76,4.81,2.94,1,5,5,6,5.596708672554902
0.41,Premium,F,VVS2,60.1,58.0,1115,4.79,4.83,2.89,1,4,5,6,5.596708672554902
0.41,Ideal,F,VVS2,61.2,56.0,1115,4.78,4.8,2.93,1,5,5,6,5.596708672554902
0.41,Ideal,F,VVS2,62.3,56.0,1115,4.73,4.77,2.96,1,5,5,6,5.596708672554902
0.41,Ideal,F,VVS2,62.5,56.0,1115,4.72,4.75,2.96,1,5,5,6,5.596708672554902
0.41,Ideal,F,VVS2,61.7,56.0,1115,4.78,4.81,2.96,1,5,5,6,5.596708672554902
0.41,Premium,F,VVS2,60.6,58.0,1115,4.79,4.84,2.92,1,4,5,6,5.596708672554902
0.41,Premium,F,VVS2,62.4,58.0,1115,4.7,4.76,2.95,1,4,5,6,5.596708672554902
0.41,Ideal,E,VS1,60.4,55.0,1115,4.85,4.89,2.94,1,5,6,5,5.596708672554902
0.41,Ideal,H,VVS1,62.7,54.0,1115,4.79,4.78,3.0,1,5,3,7,5.596708672554902
0.41,Premium,H,VVS1,60.4,58.0,1115,4.85,4.79,2.91,1,4,3,7,5.596708672554902
0.41,Premium,H,VVS1,61.4,60.0,1115,4.78,4.73,2.92,1,4,3,7,5.596708672554902
0.41,Ideal,H,VVS1,62.2,57.0,1115,4.78,4.74,2.96,1,5,3,7,5.596708672554902
0.41,Ideal,H,VVS1,61.4,56.0,1115,4.8,4.77,2.94,1,5,3,7,5.596708672554902
0.7,Premium,G,I1,59.2,61.0,1115,5.76,5.7,3.39,3,4,4,1,5.596708672554902
0.7,Very Good,G,I1,63.1,56.0,1115,5.6,5.51,3.51,3,3,4,1,5.596708672554902
0.7,Fair,G,I1,64.6,59.0,1115,5.64,5.48,3.6,3,1,4,1,5.596708672554902
0.51,Premium,H,SI1,60.6,59.0,1116,5.17,5.13,3.12,2,4,3,3,5.597268593797491
0.41,Very Good,E,VVS2,62.2,57.0,1116,4.76,4.79,2.97,1,3,6,6,5.597268593797491
0.4,Very Good,F,VVS1,63.7,58.0,1116,4.65,4.68,2.97,1,3,5,7,5.597268593797491
0.49,Very Good,F,SI1,62.5,57.0,1116,4.99,5.02,3.13,2,3,5,3,5.597268593797491
0.51,Premium,H,SI1,61.9,56.0,1116,5.13,5.12,3.17,2,4,3,3,5.597268593797491
0.51,Good,H,SI1,63.6,57.0,1116,5.09,5.04,3.22,2,2,3,3,5.597268593797491
0.38,Ideal,F,VS1,61.3,56.0,1116,4.68,4.72,2.88,1,5,5,5,5.597268593797491
0.35,Ideal,E,VVS1,62.2,56.0,1116,4.53,4.51,2.81,1,5,6,7,5.597268593797491
0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79,1,5,4,8,5.597268593797491
0.35,Ideal,E,VVS1,62.0,56.0,1116,4.58,4.51,2.82,1,5,6,7,5.597268593797491
0.35,Ideal,E,VVS1,60.7,57.0,1116,4.57,4.53,2.76,1,5,6,7,5.597268593797491
0.35,Premium,E,VVS1,60.7,59.0,1116,4.58,4.55,2.77,1,4,6,7,5.597268593797491
0.35,Premium,E,VVS1,61.0,58.0,1116,4.56,4.52,2.77,1,4,6,7,5.597268593797491
0.46,Ideal,E,SI2,61.3,56.0,1116,5.02,4.96,3.06,2,5,6,2,5.597268593797491
0.35,Premium,G,IF,59.1,59.0,1116,4.62,4.59,2.72,1,4,4,8,5.597268593797491
0.35,Ideal,G,IF,61.4,55.0,1116,4.59,4.56,2.81,1,5,4,8,5.597268593797491
0.35,Premium,G,IF,60.6,60.0,1116,4.57,4.54,2.76,1,4,4,8,5.597268593797491
0.35,Ideal,G,IF,61.8,55.0,1116,4.56,4.54,2.81,1,5,4,8,5.597268593797491
0.35,Ideal,G,IF,62.3,55.0,1116,4.52,4.5,2.81,1,5,4,8,5.597268593797491
0.35,Premium,G,IF,62.2,58.0,1116,4.52,4.45,2.79,1,4,4,8,5.597268593797491
0.62,Good,J,SI1,59.9,65.0,1116,5.58,5.5,3.32,2,2,1,3,5.597268593797491
0.32,Ideal,H,IF,61.1,56.0,1116,4.46,4.45,2.72,1,5,3,8,5.597268593797491
0.32,Premium,H,IF,60.7,58.0,1116,4.47,4.46,2.71,1,4,3,8,5.597268593797491
0.47,Premium,G,VS2,61.0,59.0,1116,5.03,5.0,3.06,2,4,4,4,5.597268593797491
0.31,Premium,E,VVS2,62.2,56.0,1116,4.31,4.28,2.67,1,4,6,6,5.597268593797491
0.39,Very Good,F,VVS2,58.2,62.0,1117,4.77,4.82,2.79,1,3,5,6,5.597827979922229
0.58,Very Good,G,SI2,63.3,58.0,1117,5.26,5.29,3.34,2,3,4,2,5.597827979922229
0.38,Ideal,F,VVS2,61.0,57.0,1117,4.69,4.72,2.87,1,5,5,6,5.597827979922229
0.38,Very Good,D,VS2,63.4,55.0,1117,4.67,4.63,2.95,1,3,7,4,5.597827979922229
0.38,Premium,D,VS2,58.8,61.0,1117,4.74,4.71,2.78,1,4,7,4,5.597827979922229
0.38,Premium,F,VS1,60.2,58.0,1117,4.73,4.71,2.84,1,4,5,5,5.597827979922229
0.38,Premium,D,VS2,61.5,62.0,1117,4.63,4.6,2.84,1,4,7,4,5.597827979922229
0.38,Premium,D,VS2,58.8,61.0,1117,4.77,4.72,2.79,1,4,7,4,5.597827979922229
0.38,Premium,D,VS2,58.7,61.0,1117,4.77,4.74,2.79,1,4,7,4,5.597827979922229
0.55,Ideal,G,SI2,62.1,56.0,1117,5.25,5.22,3.25,2,5,4,2,5.597827979922229
0.38,Ideal,H,VS1,60.6,57.0,1117,4.73,4.7,2.85,1,5,3,5,5.597827979922229
0.43,Ideal,G,VVS1,61.5,56.0,1118,4.87,4.89,3.0,1,5,4,7,5.598386831918912
0.5,Ideal,F,SI2,60.5,56.0,1118,5.17,5.19,3.14,2,5,5,2,5.598386831918912
0.38,Premium,E,VVS1,60.6,59.0,1119,4.65,4.62,2.81,1,4,6,7,5.598945150774621
0.36,Very Good,D,VVS1,59.0,59.0,1119,4.66,4.69,2.76,1,3,7,7,5.598945150774621
0.44,Premium,H,VVS1,60.1,58.0,1119,4.92,4.96,2.97,1,4,3,7,5.598945150774621
0.51,Good,H,SI1,63.7,56.0,1119,5.07,5.1,3.24,2,2,3,3,5.598945150774621
0.51,Good,H,SI1,63.4,57.0,1119,5.06,5.09,3.22,2,2,3,3,5.598945150774621
0.56,Ideal,J,SI1,61.8,58.0,1119,5.27,5.31,3.27,2,5,1,3,5.598945150774621
0.5,Ideal,H,SI2,62.3,56.0,1119,5.14,5.09,3.19,2,5,3,2,5.598945150774621
0.52,Good,E,SI2,63.7,56.0,1120,5.12,5.15,3.27,2,2,6,2,5.599502937473731
0.52,Very Good,E,SI2,61.8,54.0,1120,5.15,5.18,3.19,2,3,6,2,5.599502937473731
0.52,Very Good,E,SI2,62.9,56.0,1120,5.12,5.15,3.23,2,3,6,2,5.599502937473731
0.43,Ideal,I,VVS1,60.6,57.0,1120,4.88,4.94,2.97,1,5,2,7,5.599502937473731
0.38,Ideal,F,VVS1,61.5,56.0,1120,4.68,4.71,2.88,1,5,5,7,5.599502937473731
0.3,Ideal,E,IF,60.9,56.0,1120,4.31,4.33,2.63,1,5,6,8,5.599502937473731
0.4,Good,G,IF,59.7,62.0,1120,4.75,4.8,2.85,1,2,4,8,5.599502937473731
0.5,Good,G,SI2,62.3,64.0,1121,5.1,5.02,3.15,2,2,4,2,5.60006019299792
0.5,Premium,G,SI2,62.6,58.0,1121,5.09,5.03,3.17,2,4,4,2,5.60006019299792
0.41,Ideal,G,VS1,61.1,55.0,1121,4.79,4.83,2.94,1,5,4,5,5.60006019299792
0.57,Ideal,H,SI2,62.0,57.0,1121,5.3,5.35,3.3,2,5,3,2,5.60006019299792
0.51,Ideal,G,SI2,61.9,55.0,1121,5.12,5.14,3.17,2,5,4,2,5.60006019299792
0.52,Ideal,F,SI2,61.5,55.0,1121,5.17,5.2,3.19,2,5,5,2,5.60006019299792
0.52,Ideal,F,SI2,61.3,55.0,1121,5.18,5.2,3.18,2,5,5,2,5.60006019299792
0.52,Premium,G,SI2,59.2,60.0,1121,5.29,5.21,3.11,2,4,4,2,5.60006019299792
0.39,Premium,E,VS2,60.9,60.0,1121,4.71,4.68,2.86,1,4,6,4,5.60006019299792
0.41,Very Good,F,VVS1,61.4,58.0,1122,4.76,4.78,2.93,1,3,5,7,5.600616918326188
0.5,Very Good,F,SI1,60.0,54.0,1122,5.13,5.2,3.1,2,3,5,3,5.600616918326188
0.51,Very Good,G,SI1,63.4,56.0,1122,5.03,5.1,3.21,2,3,4,3,5.600616918326188
0.53,Good,J,VS2,63.8,57.0,1122,5.12,5.1,3.26,2,2,1,4,5.600616918326188
0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26,2,3,1,4,5.600616918326188
0.53,Premium,J,VS2,60.9,59.0,1122,5.27,5.2,3.19,2,4,1,4,5.600616918326188
0.51,Ideal,I,SI1,62.5,57.0,1122,5.1,5.07,3.18,2,5,2,3,5.600616918326188
0.31,Ideal,F,IF,62.3,57.0,1122,4.34,4.3,2.69,1,5,5,8,5.600616918326188
0.31,Premium,F,IF,60.8,59.0,1122,4.39,4.36,2.66,1,4,5,8,5.600616918326188
0.31,Premium,F,IF,61.6,58.0,1122,4.37,4.33,2.68,1,4,5,8,5.600616918326188
0.5,Fair,H,VS2,62.4,69.0,1122,5.07,4.99,3.14,2,1,3,4,5.600616918326188
0.41,Ideal,D,SI1,61.8,56.0,1122,4.78,4.73,2.94,1,5,7,3,5.600616918326188
0.31,Ideal,F,IF,62.2,56.0,1122,4.34,4.31,2.69,1,5,5,8,5.600616918326188
0.34,Premium,G,VVS1,61.5,59.0,1122,4.5,4.47,2.76,1,4,4,7,5.600616918326188
0.39,Ideal,E,VS1,60.2,56.0,1123,4.79,4.78,2.88,1,5,6,5,5.601173114434855
0.5,Very Good,D,SI2,58.9,60.0,1123,5.2,5.23,3.07,2,3,7,2,5.601173114434855
0.4,Premium,G,VVS1,62.3,58.0,1123,4.66,4.72,2.92,1,4,4,7,5.601173114434855
0.4,Ideal,D,VS1,59.9,57.0,1123,4.77,4.82,2.87,1,5,7,5,5.601173114434855
0.4,Ideal,G,VVS1,62.4,57.0,1123,4.74,4.78,2.97,1,5,4,7,5.601173114434855
0.4,Very Good,G,VVS1,61.7,58.0,1123,4.69,4.71,2.9,1,3,4,7,5.601173114434855
0.4,Premium,D,VS1,62.1,58.0,1123,4.7,4.73,2.93,1,4,7,5,5.601173114434855
0.4,Very Good,G,VVS1,60.9,57.0,1123,4.76,4.8,2.91,1,3,4,7,5.601173114434855
0.4,Very Good,D,VS1,62.9,56.0,1123,4.67,4.71,2.95,1,3,7,5,5.601173114434855
0.4,Premium,D,VS1,60.9,58.0,1123,4.78,4.81,2.92,1,4,7,5,5.601173114434855
0.4,Premium,D,VS1,62.5,60.0,1123,4.66,4.72,2.93,1,4,7,5,5.601173114434855
0.4,Premium,G,VVS1,61.5,58.0,1123,4.69,4.74,2.9,1,4,4,7,5.601173114434855
0.4,Ideal,G,VVS1,61.6,57.0,1123,4.75,4.76,2.93,1,5,4,7,5.601173114434855
0.4,Ideal,G,VVS1,61.4,55.0,1123,4.72,4.76,2.91,1,5,4,7,5.601173114434855
0.4,Ideal,G,VVS1,61.2,56.0,1123,4.75,4.79,2.92,1,5,4,7,5.601173114434855
0.4,Premium,D,VS1,59.2,59.0,1123,4.79,4.81,2.84,1,4,7,5,5.601173114434855
0.41,Ideal,G,VVS1,61.0,55.0,1123,4.8,4.82,2.93,1,5,4,7,5.601173114434855
0.41,Ideal,G,VVS1,61.5,57.0,1123,4.79,4.82,2.95,1,5,4,7,5.601173114434855
0.39,Premium,D,VS1,61.7,59.0,1123,4.69,4.64,2.88,1,4,7,5,5.601173114434855
0.53,Very Good,J,VS2,62.4,58.0,1124,5.15,5.24,3.24,2,3,1,4,5.601728782297581
0.44,Ideal,H,VVS1,61.1,57.0,1124,4.87,4.92,2.99,1,5,3,7,5.601728782297581
0.39,Ideal,F,VVS1,62.2,54.0,1124,4.71,4.74,2.94,1,5,5,7,5.601728782297581
0.39,Ideal,F,VVS1,62.3,55.0,1124,4.67,4.7,2.92,1,5,5,7,5.601728782297581
0.39,Ideal,F,VVS1,61.8,55.0,1124,4.69,4.73,2.91,1,5,5,7,5.601728782297581
0.39,Ideal,F,VVS1,61.7,55.0,1124,4.69,4.71,2.9,1,5,5,7,5.601728782297581
0.39,Ideal,F,VVS1,62.1,55.0,1124,4.69,4.71,2.92,1,5,5,7,5.601728782297581
0.37,Premium,E,VS1,60.4,58.0,1124,4.66,4.61,2.8,1,4,6,5,5.601728782297581
0.37,Ideal,E,VS1,61.2,56.0,1124,4.67,4.64,2.85,1,5,6,5,5.601728782297581
0.37,Ideal,D,VS2,61.6,56.0,1124,4.63,4.59,2.84,1,5,7,4,5.601728782297581
0.37,Ideal,D,VS2,61.3,56.0,1124,4.64,4.6,2.83,1,5,7,4,5.601728782297581
0.37,Ideal,D,VS2,61.0,56.0,1124,4.7,4.65,2.85,1,5,7,4,5.601728782297581
0.37,Premium,D,VS2,61.0,59.0,1124,4.63,4.59,2.81,1,4,7,4,5.601728782297581
0.5,Good,F,SI1,63.7,61.0,1125,5.02,4.99,3.19,2,2,5,3,5.602283922885363
0.5,Very Good,F,SI2,62.9,63.0,1125,4.99,4.93,3.12,2,3,5,2,5.602283922885363
0.5,Premium,F,SI1,59.6,61.0,1125,5.15,5.12,3.06,2,4,5,3,5.602283922885363
0.51,Premium,H,SI2,62.9,56.0,1125,5.08,5.06,3.19,2,4,3,2,5.602283922885363
0.6,Ideal,I,SI2,62.2,54.0,1125,5.4,5.44,3.37,2,5,2,2,5.602283922885363
0.52,Ideal,I,SI2,61.9,55.0,1125,5.17,5.23,3.22,2,5,2,2,5.602283922885363
0.64,Ideal,H,SI2,60.8,56.0,1125,5.57,5.61,3.4,2,5,3,2,5.602283922885363
0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9,1,5,4,8,5.602283922885363
0.3,Ideal,E,VVS2,61.4,55.0,1125,4.36,4.34,2.67,1,5,6,6,5.602283922885363
0.4,Premium,E,VS1,60.1,58.0,1125,4.76,4.72,2.85,1,4,6,5,5.602283922885363
0.4,Ideal,H,VVS2,60.8,55.0,1125,4.82,4.79,2.92,1,5,3,6,5.602283922885363
0.4,Premium,H,VVS2,60.9,58.0,1125,4.79,4.74,2.9,1,4,3,6,5.602283922885363
0.4,Premium,H,VVS2,60.6,60.0,1125,4.79,4.75,2.89,1,4,3,6,5.602283922885363
0.33,Premium,G,SI1,62.3,59.0,492,4.39,4.44,2.75,1,4,4,3,5.071414301729371
0.33,Premium,D,SI2,62.1,58.0,492,4.4,4.43,2.74,1,4,7,2,5.071414301729371
0.33,Very Good,G,SI1,61.6,57.0,492,4.42,4.45,2.73,1,3,4,3,5.071414301729371
0.33,Ideal,D,SI2,61.1,57.0,492,4.47,4.5,2.74,1,5,7,2,5.071414301729371
0.33,Very Good,D,SI2,62.9,56.0,492,4.41,4.43,2.78,1,3,7,2,5.071414301729371
0.33,Very Good,G,SI1,59.8,58.0,492,4.52,4.54,2.71,1,3,4,3,5.071414301729371
0.33,Ideal,G,SI1,61.3,56.0,492,4.46,4.51,2.75,1,5,4,3,5.071414301729371
0.33,Very Good,D,SI2,60.7,56.0,492,4.43,4.46,2.7,1,3,7,2,5.071414301729371
0.33,Very Good,G,SI1,61.1,59.0,492,4.42,4.45,2.71,1,3,4,3,5.071414301729371
0.33,Ideal,D,SI2,62.0,57.0,492,4.45,4.46,2.76,1,5,7,2,5.071414301729371
0.37,Very Good,E,SI2,61.6,56.0,493,4.61,4.65,2.85,1,3,6,2,5.072753995840254
0.23,Ideal,F,VS2,61.8,55.0,493,3.93,3.96,2.43,1,5,5,4,5.072753995840254
0.23,Ideal,F,VS1,61.9,56.0,493,3.94,3.96,2.44,1,5,5,5,5.072753995840254
0.31,Ideal,G,SI1,61.8,55.0,493,4.38,4.42,2.72,1,5,4,3,5.072753995840254
0.31,Ideal,G,SI1,61.6,57.0,493,4.32,4.35,2.67,1,5,4,3,5.072753995840254
0.31,Ideal,G,SI1,61.9,55.0,493,4.38,4.41,2.72,1,5,4,3,5.072753995840254
0.31,Ideal,G,SI1,61.2,56.0,493,4.37,4.39,2.68,1,5,4,3,5.072753995840254
0.31,Ideal,G,SI1,62.1,54.0,493,4.34,4.36,2.7,1,5,4,3,5.072753995840254
0.35,Very Good,F,SI2,61.2,55.0,494,4.56,4.57,2.79,1,3,5,2,5.074090793384827
0.32,Ideal,J,VVS1,62.3,54.0,494,4.41,4.43,2.75,1,5,1,7,5.074090793384827
0.32,Ideal,J,VVS1,60.8,56.0,494,4.47,4.48,2.72,1,5,1,7,5.074090793384827
0.3,Ideal,I,VVS2,62.2,56.0,495,4.25,4.3,2.66,1,5,2,6,5.075424706470295
0.3,Ideal,I,VVS2,62.5,54.0,495,4.27,4.31,2.68,1,5,2,6,5.075424706470295
0.34,Ideal,I,VS2,61.1,55.0,495,4.51,4.55,2.77,1,5,2,4,5.075424706470295
0.34,Ideal,I,VS2,61.5,55.0,495,4.53,4.55,2.79,1,5,2,4,5.075424706470295
0.3,Ideal,G,VS2,62.2,54.0,495,4.29,4.33,2.68,1,5,4,4,5.075424706470295
0.3,Ideal,E,I1,60.3,57.0,495,4.39,4.36,2.64,1,5,6,1,5.075424706470295
0.29,Very Good,E,VS1,62.1,57.0,496,4.2,4.24,2.62,1,3,6,5,5.076755747128929
0.27,Ideal,H,VVS2,61.9,55.0,496,4.14,4.16,2.57,1,5,3,6,5.076755747128929
0.3,Ideal,H,VS2,61.9,55.0,496,4.28,4.31,2.66,1,5,3,4,5.076755747128929
0.4,Ideal,H,VVS2,62.1,57.0,1125,4.74,4.69,2.93,1,5,3,6,5.602283922885363
0.4,Very Good,H,VVS2,63.2,55.0,1125,4.73,4.7,2.98,1,3,3,6,5.602283922885363
0.4,Ideal,H,VVS2,62.2,56.0,1125,4.75,4.7,2.94,1,5,3,6,5.602283922885363
0.4,Ideal,H,VVS2,62.3,57.0,1125,4.73,4.71,2.94,1,5,3,6,5.602283922885363
0.4,Ideal,H,VVS2,62.4,57.0,1125,4.73,4.69,2.94,1,5,3,6,5.602283922885363
0.4,Ideal,G,VS1,62.8,56.0,1125,4.7,4.67,2.94,1,5,4,5,5.602283922885363
0.4,Ideal,G,VS1,62.2,56.0,1125,4.74,4.72,2.94,1,5,4,5,5.602283922885363
0.4,Ideal,G,VS1,62.4,57.0,1125,4.74,4.72,2.95,1,5,4,5,5.602283922885363
0.4,Ideal,G,VS1,61.3,55.0,1125,4.78,4.75,2.92,1,5,4,5,5.602283922885363
0.4,Premium,G,VS1,60.3,59.0,1125,4.8,4.76,2.88,1,4,4,5,5.602283922885363
0.4,Premium,G,VS1,60.7,58.0,1125,4.81,4.78,2.91,1,4,4,5,5.602283922885363
0.4,Premium,G,VS1,61.3,60.0,1125,4.71,4.66,2.87,1,4,4,5,5.602283922885363
0.4,Ideal,E,VS1,61.6,56.0,1125,4.78,4.73,2.93,1,5,6,5,5.602283922885363
0.4,Ideal,E,VS1,61.2,57.0,1125,4.77,4.74,2.91,1,5,6,5,5.602283922885363
0.4,Premium,E,VS1,61.8,56.0,1125,4.77,4.74,2.94,1,4,6,5,5.602283922885363
0.4,Ideal,E,VS1,62.0,54.0,1125,4.77,4.74,2.95,1,5,6,5,5.602283922885363
0.4,Premium,E,VS1,60.4,59.0,1125,4.81,4.76,2.89,1,4,6,5,5.602283922885363
0.4,Premium,E,VS1,60.3,58.0,1125,4.82,4.8,2.9,1,4,6,5,5.602283922885363
0.4,Premium,E,VS1,62.8,59.0,1125,4.67,4.63,2.92,1,4,6,5,5.602283922885363
0.4,Ideal,E,VS1,62.6,56.0,1125,4.72,4.67,2.94,1,5,6,5,5.602283922885363
0.4,Premium,E,VS1,62.5,58.0,1125,4.72,4.69,2.94,1,4,6,5,5.602283922885363
0.4,Ideal,E,VS1,62.3,56.0,1125,4.73,4.71,2.94,1,5,6,5,5.602283922885363
0.4,Premium,E,VS1,62.4,54.0,1125,4.75,4.71,2.95,1,4,6,5,5.602283922885363
0.4,Premium,E,VS1,60.5,61.0,1125,4.74,4.72,2.86,1,4,6,5,5.602283922885363
0.4,Premium,E,VS1,61.2,59.0,1125,4.76,4.72,2.9,1,4,6,5,5.602283922885363
0.4,Premium,E,VS1,61.8,55.0,1125,4.76,4.72,2.93,1,4,6,5,5.602283922885363
0.4,Ideal,E,VS1,62.2,55.0,1125,4.76,4.72,2.95,1,5,6,5,5.602283922885363
0.4,Ideal,E,VS1,61.7,55.0,1125,4.76,4.73,2.93,1,5,6,5,5.602283922885363
0.5,Premium,F,SI2,59.9,60.0,1125,5.22,5.16,3.11,2,4,5,2,5.602283922885363
0.4,Ideal,D,VS2,60.5,57.0,1125,4.8,4.76,2.89,1,5,7,4,5.602283922885363
0.61,Very Good,J,SI2,58.1,63.0,1125,5.62,5.6,3.26,2,3,1,2,5.602283922885363
0.5,Premium,J,SI1,60.7,58.0,1125,5.13,5.11,3.11,2,4,1,3,5.602283922885363
0.36,Ideal,D,VVS2,61.0,56.0,1126,4.57,4.61,2.8,1,5,7,6,5.602838537166559
0.42,Ideal,H,IF,61.6,56.0,1126,4.84,4.87,2.99,1,5,3,8,5.602838537166559
0.39,Premium,E,VVS2,59.5,58.0,1126,4.77,4.74,2.83,1,4,6,6,5.602838537166559
0.5,Ideal,G,SI2,61.0,57.0,1127,5.13,5.15,3.13,2,5,4,2,5.603392626106887
0.53,Ideal,I,SI1,61.6,56.6,1127,5.19,5.21,3.21,2,5,2,3,5.603392626106887
0.45,Good,G,VS1,64.1,58.8,1127,4.79,4.86,3.09,1,2,4,5,5.603392626106887
0.53,Good,E,SI2,63.0,60.0,1127,5.11,5.14,3.23,2,2,6,2,5.603392626106887
0.39,Fair,G,IF,57.1,61.0,1127,4.83,4.88,2.77,1,1,4,8,5.603392626106887
0.56,Ideal,G,SI2,61.0,57.0,1127,5.34,5.32,3.25,2,5,4,2,5.603392626106887
